titre,description,date,lieu,prix,reduction,start_date,end_date,result_city,latitude,longitude
Beethoven Chopin Schumann Mendelssohn,Piano et violoncelle à la lueur des bougies,Du dimanche 3 mars 2024 au dimanche 12 mai 2024,"17 rue des Carmes, 75005 Paris","22,00€",jusqu'à -12%,2024-03-03,2024-05-12,Paris,48.848424,2.347335
Chopin Schubert Fauré Schumann,Concert de piano aux chandelles,Du samedi 9 mars 2024 au mardi 28 mai 2024,"17 rue des Carmes, 75005 Paris","22,00€",jusqu'à -12%,2024-03-09,2024-05-28,Paris,48.848424,2.347335
Les Suites Pour Violoncelle De Bach,Récital de violoncelle dans le cadre intimiste de l'église saint-ephrem.,Du samedi 30 mars 2024 au samedi 25 mai 2024,"17 rue des Carmes, 75005 Paris","22,00€",jusqu'à -12%,2024-03-30,2024-05-25,Paris,48.848424,2.347335
Chopin Debussy Tchaïkovski,Concert de piano à la lueur des bougies,Du lundi 1 avril 2024 au lundi 27 mai 2024,"17 rue des Carmes, 75005 Paris","22,00€",jusqu'à -12%,2024-04-01,2024-05-27,Paris,48.848424,2.347335
Mozart Chopin Scriabine,Récital de piano aux chandelles,Du mercredi 3 avril 2024 au mercredi 10 avril 2024,"17 rue des Carmes, 75005 Paris","22,00€",jusqu'à -12%,2024-04-03,2024-04-10,Paris,48.848424,2.347335
Bach Mozart Chopin Liszt,Récital de piano aux chandelles,Du mardi 23 avril 2024 au samedi 27 avril 2024,"17 rue des Carmes, 75005 Paris","22,00€",jusqu'à -12%,2024-04-23,2024-04-27,Paris,48.848424,2.347335
Bach Chopin Schumann,Piano aux chandelles,Du samedi 18 mai 2024 au vendredi 31 mai 2024,"17 rue des Carmes, 75005 Paris","22,00€",jusqu'à -12%,2024-05-18,2024-05-31,Paris,48.848424,2.347335
Flamenco Show Nati James,"Une experience immersive flamenca dans l'univers des tablaos andalous. sensibilité, force et magie sont convoquées par la danse authentique de la nati.",Le jeudi 1 février 2024,"Quai de l’Hôtel de Ville, 75004 Paris","19,50€",jusqu'à -11%,2024-02-01,,Paris,48.85483,2.35385
"Pierre-Yves Plat, Au Piano",Soirée caritative organisée par le lions club paris arc de triomphe pour ses actions.,Le vendredi 2 février 2024,"222 rue de courcelles, 75017 Paris","19,50€",jusqu'à -36%,2024-02-02,,Paris,48.888372,2.294222
Fhom : Lignes De Vie,""" lignes de vie "", accompagné par une pianiste et un violoncelliste fhom chante ses rencontres avec des humains de tous genres et de tous âges.",Du samedi 3 février 2024 au samedi 8 juin 2024,"39 Quai d'Anjou, 75004 Paris","16,50€",jusqu'à -25%,2024-02-03,2024-06-08,Paris,48.852299,2.357319
Sefarad Au Piano,"Toni costa interprète au piano des mélodies séfarades avec harmonie jazz et rythmes populaires, tels que le flamenco transferé au piano.",Le jeudi 1 février 2024,"39 Quai d'Anjou, 75004 Paris","16,50€",jusqu'à -25%,2024-02-01,,Paris,48.852299,2.357319
"Hiroko Ishibashi, Piano","Récital de piano avec hiroko ishibashi, qui jouera le programme composé uniquement des oeuvres de chopin.",Le samedi 3 février 2024,"39 Quai d'Anjou, 75004 Paris","16,50€",jusqu'à -25%,2024-02-03,,Paris,48.852299,2.357319
Anthologie De L'Opéra,Hommage aux plus beaux airs d'opéra des grands compositeurs,Le samedi 10 février 2024,"39 Quai d'Anjou, 75004 Paris","16,50€",jusqu'à -25%,2024-02-10,,Paris,48.852299,2.357319
Concert En Duo Violon-Piano,"Concert en duo par fabian ishibashi, violon et hiroko ishibashi, piano, qui jouent les oeuvres de mozart et schubert.",Du samedi 10 février 2024 au dimanche 11 février 2024,"39 Quai d'Anjou, 75004 Paris","16,50€",jusqu'à -25%,2024-02-10,2024-02-11,Paris,48.852299,2.357319
"Du Romantisme À L'Impressionnisme, Récital De Piano","Du romantisme à l'impressionnisme, récital de piano de carl norgate.",Le samedi 17 février 2024,"39 Quai d'Anjou, 75004 Paris","16,50€",jusqu'à -25%,2024-02-17,,Paris,48.852299,2.357319
Fhom : Felicita,"Felicita pour danser aux rythmes latins de mauricio angarita bassiste, aux compositions de camille taver pianiste et aux paroles de fhom.",Du samedi 24 février 2024 au samedi 29 juin 2024,"39 Quai d'Anjou, 75004 Paris","10,95€",jusqu'à -33%,2024-02-24,2024-06-29,Paris,48.852299,2.357319
Aak1naé,"Aak1naé, pianiste, compositrice, auteure. accordeuse de vos émotions.",Du vendredi 29 mars 2024 au samedi 15 juin 2024,"39 Quai d'Anjou, 75004 Paris","16,50€",jusqu'à -25%,2024-03-29,2024-06-15,Paris,48.852299,2.357319
Concert-Hommage À Kathleen Ferrier,"Concert-spectacle écrit-chanté-conté par dominique hoff (bach, gluck, schubert, schumann, mahler, wolf, airs traditionnels anglais).",Du samedi 3 février 2024 au samedi 24 février 2024,"210 rue de Belleville, 75020 Paris","19,50€",jusqu'à -18%,2024-02-03,2024-02-24,Paris,48.875163,2.395132
3 For Swing + One,Hommage à nat king cole,Du mardi 6 février 2024 au mercredi 7 février 2024,"5 rue de la Huchette, 75005 Paris","14,00€",,2024-02-06,2024-02-07,Paris,48.852799,2.3463
Megaswing,Stéphane roger et son mégaswing quartet vous proposent un répertoire swing entièrement dévoué à la danse.,Du dimanche 11 février 2024 au dimanche 18 février 2024,"5 rue de la Huchette, 75005 Paris","14,00€",,2024-02-11,2024-02-18,Paris,48.852799,2.3463
Bert De Kort : All Stars,Bert de kort commence le cornet à l'age de 15 ans et se fait très vite connaître en hollande.,Du mercredi 24 janvier 2024 au samedi 27 janvier 2024,"5 rue de la Huchette, 75005 Paris","14,00€",,2024-01-24,2024-01-27,Paris,48.852799,2.3463
Leslie Lewis Sing Swing,Une chanteuse qui nous vient des etats-unis.,Le dimanche 28 janvier 2024,"5 rue de la Huchette, 75005 Paris","14,00€",,2024-01-28,,Paris,48.852799,2.3463
Blues Monday,"Amis musiciens, venez jammer.",Du lundi 29 janvier 2024 au lundi 26 février 2024,"5 rue de la Huchette, 75005 Paris","14,00€",,2024-01-29,2024-02-26,Paris,48.852799,2.3463
Nirek Mokar & His Boogie Messengers,Nirek mokar est un jeune parisien de 19 ans et déjà un sérieux pianiste de boogie woogie.,Du mardi 30 janvier 2024 au mardi 27 février 2024,"5 rue de la Huchette, 75005 Paris","14,00€",,2024-01-30,2024-02-27,Paris,48.852799,2.3463
Dany Doriz Et Michel Pastre Fathers & Son,Une formation composée de papa doriz au vibraphone et son fiston didier à la batterie et de papa pastre au sax et de son fiston césar au piano.,Du mercredi 31 janvier 2024 au mercredi 28 février 2024,"5 rue de la Huchette, 75005 Paris","14,00€",,2024-01-31,2024-02-28,Paris,48.852799,2.3463
Danger Zone,"Danger zone est un collectif co-dirigé par le batteur paul morvan et le contrebassiste alex gilson, jeunes sidemen très demandés.",Du jeudi 1 février 2024 au vendredi 2 février 2024,"5 rue de la Huchette, 75005 Paris","14,00€",,2024-02-01,2024-02-02,Paris,48.852799,2.3463
Panama Swing,Panama swing est un orchestre de 7 musiciens et une chanteuse dans la pure tradition des années 40-50...,Le samedi 3 février 2024,"5 rue de la Huchette, 75005 Paris","16,00€",,2024-02-03,,Paris,48.852799,2.3463
Puissance Jazz Big Band,"Il vous fera revivre la grande époque des ""big bang"" de jazz américains de glenn miller à count basie en passant par duke ellington.",Le dimanche 4 février 2024,"5 rue de la Huchette, 75005 Paris","14,00€",,2024-02-04,,Paris,48.852799,2.3463
Matthieu Bore : Swing Crooner,"On l'appelle aussi le ""french crooner"". matthieu boré,démocratise le jazz, le rendant à nouveau populaire, abordable.",Du jeudi 8 février 2024 au samedi 10 février 2024,"5 rue de la Huchette, 75005 Paris","14,00€",,2024-02-08,2024-02-10,Paris,48.852799,2.3463
Egidio Juke Ingala & The Jacknives,Ce combo s'est rapidement établi une solide réputation en délivrant de très hautes performances en live et avec beaucoup d'énergie.,Du mercredi 14 février 2024 au samedi 17 février 2024,"5 rue de la Huchette, 75005 Paris","14,00€",,2024-02-14,2024-02-17,Paris,48.852799,2.3463
The Silky'S,"The silky's est un duo composé de 2 jeunes multi-instrumentistes, arthur bertrand et emile vaivrand, tous deux fils de musiciens (jean pierre bertrand et sebastien vaivrand)",Du mardi 20 février 2024 au jeudi 22 février 2024,"5 rue de la Huchette, 75005 Paris","14,00€",,2024-02-20,2024-02-22,Paris,48.852799,2.3463
Paddy Sherlock Et The Swingin'Lovers,"Prenez une bande de garçons. de beaux mecs, bien sapés, impressionnants.",Du vendredi 23 février 2024 au samedi 24 février 2024,"5 rue de la Huchette, 75005 Paris","16,00€",,2024-02-23,2024-02-24,Paris,48.852799,2.3463
Wendy Lee Taylor,"Des rues de harlem jusqu'à l'âge d'or des comédies musicales, le swing et les claquettes ont toujours été associées au jazz.",Le dimanche 25 février 2024,"5 rue de la Huchette, 75005 Paris","14,00€",,2024-02-25,,Paris,48.852799,2.3463
Sweet Screamin Jones,"Crooner, bluesman, jazzman, entertainer... sweet screamin' jones transforme la scène en lieu de croisement des cultures.",Le jeudi 29 février 2024,"5 rue de la Huchette, 75005 Paris","14,00€",,2024-02-29,,Paris,48.852799,2.3463
Gospel Dream,"Créée en 1990 par son chef de choeur michel m'passy, la formation est aujourd'hui la plus active d'un chant liturgique en plein essor depuis la fin des années 90.",Du mardi 6 février 2024 au vendredi 28 juin 2024,"Place Saint Germain des Prés, 75006 Paris","27,00€",jusqu'à -16%,2024-02-06,2024-06-28,Paris,48.854182,2.333399
J.S. Bach : Intégrale Des Sonates Et Partitas Pour Violon,"Jean-sébastien bach, les 8, 15 et 16 février à l'église saint-germain des prés.",Du jeudi 8 février 2024 au vendredi 16 février 2024,"Place Saint Germain des Prés, 75006 Paris","22,00€",,2024-02-08,2024-02-16,Paris,48.854182,2.333399
J.S. Bach : Les Variations Goldberg,"Jean-sébastien bach, le vendredi 9 février à l'église saint-germain des prés.",Le vendredi 9 février 2024,"Place Saint Germain des Prés, 75006 Paris","22,00€",,2024-02-09,,Paris,48.854182,2.333399
Vivaldi / Albinoni / Schubert / Caccini,Vivaldi / albinoni / schubert / caccini,Le samedi 24 février 2024,"Place Saint Germain des Prés, 75006 Paris","22,00€",,2024-02-24,,Paris,48.854182,2.333399
Vivaldi / Albinoni / Pugnani,Vivaldi : les quatre saisons albinoni : adagio pugnani : prélude & allegro,Le samedi 9 mars 2024,"Place Saint Germain des Prés, 75006 Paris","22,00€",,2024-03-09,,Paris,48.854182,2.333399
J.S. Bach : Intégrale Des Sonates Et Partitas Pour Violon,"Jean-sébastien bach, l'intégrale des sonates et partitas pour violon. le jeudi 18 et vendredi 19 avril à l'église saint-germain des prés.",Du jeudi 18 avril 2024 au vendredi 19 avril 2024,"Place Saint Germain des Prés, 75006 Paris","22,00€",,2024-04-18,2024-04-19,Paris,48.854182,2.333399
Vivaldi / Schubert / Caccini / Albinoni,"Vivaldi : les quatre saisons albinoni : adagio ave maria de schubert, caccini",Du samedi 20 avril 2024 au samedi 8 juin 2024,"Place Saint Germain des Prés, 75006 Paris","22,00€",,2024-04-20,2024-06-08,Paris,48.854182,2.333399
Mozart / Haydn,Mozart : requiem haydn : missa brevis sancti joannis de deo,Le mardi 30 avril 2024,"Place Saint Germain des Prés, 75006 Paris","22,00€",,2024-04-30,,Paris,48.854182,2.333399
J.S. Bach : L'Art De La Fugue,"Jean-sébastien bach, l'art de la fugue.  le jeudi 2 et vendredi 3 mai à l'église saint-germain des prés.",Du jeudi 2 mai 2024 au vendredi 3 mai 2024,"Place Saint Germain des Prés, 75006 Paris","22,00€",,2024-05-02,2024-05-03,Paris,48.854182,2.333399
Mozart / Schubert / Caccini / Bellini / Verdi,Concert de l'ascension,Le jeudi 9 mai 2024,"Place Saint Germain des Prés, 75006 Paris","22,00€",,2024-05-09,,Paris,48.854182,2.333399
Vivaldi / Bach,Vivaldi : gloria j.s. bach : magnificat,Le samedi 25 mai 2024,"Place Saint Germain des Prés, 75006 Paris","22,00€",,2024-05-25,,Paris,48.854182,2.333399
Pergolese / Bach,Pergolese : stabat mater bach : magnificat,Le samedi 15 juin 2024,"Place Saint Germain des Prés, 75006 Paris","22,00€",,2024-06-15,,Paris,48.854182,2.333399
Vivaldi / Albinoni / Schubert / Caccini,Vivaldi / albinoni / schubert / caccini,Du samedi 27 janvier 2024 au samedi 2 mars 2024,"Place Saint Germain des Prés, 75006 Paris","22,00€",,2024-01-27,2024-03-02,Paris,48.854182,2.333399
"Les 4 Saisons De Vivaldi, Ave Maria Et Célèbres Concertos",Retrouvez la magie de la musique classique à travers ce concert réunissant les oeuvres les plus célèbres du répertoire.,Du vendredi 2 février 2024 au samedi 30 novembre 2024,"Place Saint Germain des Prés, 75006 Paris","22,00€",,2024-02-02,2024-11-30,Paris,48.854182,2.333399
"Les 4 Saisons De Vivaldi, Ave Maria Et Célèbres Adagios",Par l'orchestre hélios et glen rouxel en violon solo.,Du samedi 3 février 2024 au samedi 14 décembre 2024,"Place Saint Germain des Prés, 75006 Paris","22,00€",,2024-02-03,2024-12-14,Paris,48.854182,2.333399
Les 4 Saisons De Vivaldi + Petite Musique De Nuit De Mozart,"Les quatre saisons d'antonio vivaldi est un ensemble de quatre concerti pour violon, composé en 1723.",Du samedi 10 février 2024 au samedi 2 novembre 2024,"Place Saint Germain des Prés, 75006 Paris","22,00€",,2024-02-10,2024-11-02,Paris,48.854182,2.333399
Gospel Hélios & Dominique Magloire,"Ne manquez pas cette incroyable performance du choeur gospel hélios dirigé par dominique magloire, dans la prestigieuse église de st-germain des prés",Du vendredi 19 avril 2024 au vendredi 18 octobre 2024,"Place Saint Germain des Prés, 75006 Paris","22,00€",jusqu'à -18%,2024-04-19,2024-10-18,Paris,48.854182,2.333399
"Les 4 Saisons De Vivaldi, Ave Maria Et Concerto Pour Violon De Mendelssohn","Les 4 saisons de vivaldi, ave maria et concerto pour violon de mendelssohn quatuor à cordes hélios soliste glen rouxel",Du mardi 13 août 2024 au samedi 16 novembre 2024,"Place Saint Germain des Prés, 75006 Paris","22,00€",,2024-08-13,2024-11-16,Paris,48.854182,2.333399
Concerto Pour Une Nuit De Noël De Corelli + Les 4 Saisons De Vivaldi + ...,Sa formation à géométrie variable permet à l'orchestre hélios d'aborder un répertoire très large avec une curiosité passionnée.,Du vendredi 20 décembre 2024 au vendredi 27 décembre 2024,"Place Saint Germain des Prés, 75006 Paris","22,00€",,2024-12-20,2024-12-27,Paris,48.854182,2.333399
Gospel River,Venez découvrir gospel river au son d'un choeur cosmopolite qui enflamme le public au point de le faire danser sur scène.,Du samedi 10 février 2024 au samedi 13 juillet 2024,"172 bd Vincent Auriol, 75013 Paris","22,00€",jusqu'à -18%,2024-02-10,2024-07-13,Paris,48.831781,2.357903
Vivaldi / Albinoni / Schubert / Caccini,Vivaldi / albinoni / schubert / caccini,Le dimanche 18 février 2024,"19 Rue Saint-Louis en l'Île, 75004 Paris","22,00€",,2024-02-18,,Paris,48.851202,2.358167
Vivaldi / Schubert / Caccini / Albinoni,"Orchestre paris classik, avec bertrand cervera, violon solo",Le dimanche 18 février 2024,"19 Rue Saint-Louis en l'Île, 75004 Paris","22,00€",,2024-02-18,,Paris,48.851202,2.358167
Mozart / Haendel,Mozart : requiem exultate jubilate haendel : halleluya,Le samedi 16 mars 2024,"19 Rue Saint-Louis en l'Île, 75004 Paris","22,00€",,2024-03-16,,Paris,48.851202,2.358167
Vivaldi / Schubert / Caccini / Albinoni,"Vivaldi : les quatre saisons albinoni : adagio ave maria de schubert, caccini",Du samedi 6 avril 2024 au samedi 4 mai 2024,"19 Rue Saint-Louis en l'Île, 75004 Paris","22,00€",,2024-04-06,2024-05-04,Paris,48.851202,2.358167
Les 4 Saisons De Vivaldi Intégrale / Petite Musique De Nuit De Mozart,"La sérénade no 13 en sol majeur k. 525  plus connue sous le titre "" une petite musique de nuit ""  est une sérénade composée par mozart en 1787.",Du samedi 27 janvier 2024 au samedi 2 mars 2024,"19 Rue Saint-Louis en l'Île, 75004 Paris","22,00€",jusqu'à -48%,2024-01-27,2024-03-02,Paris,48.851202,2.358167
Orchestre Paul Kuentz : Bach Pergolesi,"Orchestre paul kuentz bach 2 fugues de l'art de la fugue concerto pour piano en ré mineur, pergolesi stabat mater",Le dimanche 11 février 2024,"19 Rue Saint-Louis en l'Île, 75004 Paris","27,00€",jusqu'à -16%,2024-02-11,,Paris,48.851202,2.358167
Petite Messe Solennelle De Rossini,"L'un des chefs-d'oeuvre de la musique sacrée de rossini, donné ici dans sa version originale pour solistes, choeur, piano et accordéon.",Le dimanche 25 février 2024,"19 Rue Saint-Louis en l'Île, 75004 Paris","22,00€",jusqu'à -32%,2024-02-25,,Paris,48.851202,2.358167
La Passion Selon Saint Jean De Bach,La passion selon saint jean de jean-sébastien bach prend la forme d'un oratorio.,Le vendredi 22 mars 2024,"19 Rue Saint-Louis en l'Île, 75004 Paris","22,00€",jusqu'à -32%,2024-03-22,,Paris,48.851202,2.358167
Requiem Fauré / Mozart Concerto De Clarinette / Gallia Gounod,"Le requiem de fauré en ré mineur op. 48 de gabriel fauré, écrit en pleine maturité, est l'une de ses oeuvres les plus connues.",Le vendredi 28 juin 2024,"19 Rue Saint-Louis en l'Île, 75004 Paris","22,00€",jusqu'à -32%,2024-06-28,,Paris,48.851202,2.358167
Concert Exceptionnel Chant Corse,Concert exceptionnel du groupe polyphonique corse missaghju.,Du vendredi 1 mars 2024 au samedi 2 mars 2024,"17 rue du collège d'Annecy, 84000 Avignon","19,50€",jusqu'à -11%,2024-03-01,2024-03-02,Avignon,43.945936,4.804699
Concert Georges Brassens Par Dominique Lamour,"Pour la 17ème année, dominique lamour accompagné par nicolas matteï, aurélien lamour et jean-christophe gautier fait revivre les chansons de georges brassens",Du vendredi 1 mars 2024 au dimanche 2 juin 2024,"23 rue des Trois Rois, 13006 Marseille","12,95€",jusqu'à -33%,2024-03-01,2024-06-02,Marseille,43.293745,5.385054
Vous Avez Dit Classique ?,"A la fin du xviiie siècle, haydn et mozart sont les deux grands maîtres admirés de l'europe entière.",Le samedi 2 mars 2024,"29 bis Avenue Jean Jaurès, 91560 Crosne","11,95€",,2024-03-02,,Crosne,48.715515,2.459017
Isabelle Boulay,"Isabelle boulay, la voix de feu venue du froid, reprend la route pour retrouver son public et réchauffer les coeurs.",Le samedi 9 mars 2024,"29 bis Avenue Jean Jaurès, 91560 Crosne","43,00€",,2024-03-09,,Crosne,48.715515,2.459017
